0:00	-1
0:01	-1
0:02	-1
0:03	-1
0:04	-1
0:05	-1
0:06	-1
0:07	-1
0:08	-1
0:09	-1
0:10	-1
0:11	-1
0:12	-1
0:13	-1
0:14	-1
0:15	-1
0:16	-1
0:17	-1
0:18	-1
0:19	-1
0:20	-1
0:21	-1
0:22	-1
0:23	-1
0:24	-1
0:25	-1
0:26	-1
0:27	-1
0:28	-1
0:29	-1
0:30	8
0:31	8
0:32	8
0:33	8
0:34	8
0:35	8
0:36	8
0:37	8
0:38	8
0:39	8
0:40	7
0:41	7
0:42	7
0:43	7
0:44	7
0:45	7
0:46	7
0:47	7
0:48	7
0:49	7
0:50	6
0:51	6
0:52	6
0:53	6
0:54	6
0:55	6
0:56	6
0:57	6
0:58	6
0:59	6
1:00	5
1:01	5
1:02	5
1:03	5
1:04	5
1:05	5
1:06	5
1:07	5
1:08	5
1:09	5
1:10	4
1:11	4
1:12	4
1:13	4
1:14	4
1:15	4
1:16	4
1:17	4
1:18	4
1:19	4
1:20	3
1:21	3
1:22	3
1:23	3
1:24	3
1:25	3
1:26	3
1:27	3
1:28	3
1:29	3
1:30	2
1:31	2
1:32	2
1:33	2
1:34	2
1:35	2
1:36	2
1:37	2
1:38	2
1:39	2
1:40	1
1:41	1
1:42	1
1:43	1
1:44	1
1:45	1
1:46	1
1:47	1
1:48	1
1:49	1
1:50	0
1:51	0
1:52	0
1:53	0
1:54	0
1:55	0
1:56	0
1:57	0
1:58	0
1:59	0
2:00	1
2:01	1
2:02	1
2:03	1
2:04	1
2:05	1
2:06	1
2:07	1
2:08	1
2:09	1
2:10	2
2:11	2
2:12	2
2:13	2
2:14	2
2:15	2
2:16	2
2:17	2
2:18	2
2:19	2
2:20	3
2:21	3
2:22	3
2:23	3
2:24	3
2:25	3
2:26	3
2:27	3
2:28	3
2:29	3
2:30	4
2:31	4
2:32	4
2:33	4
2:34	4
2:35	4
2:36	4
2:37	4
2:38	4
2:39	4
2:40	5
2:41	5
2:42	5
2:43	5
2:44	5
2:45	5
2:46	5
2:47	5
2:48	5
2:49	5
2:50	6
2:51	6
2:52	6
2:53	6
2:54	6
2:55	6
2:56	6
2:57	6
2:58	6
2:59	6
3:00	7
3:01	7
3:02	7
3:03	7
3:04	7
3:05	7
3:06	7
3:07	7
3:08	7
3:09	7
3:10	8
3:11	8
3:12	8
3:13	8
3:14	8
3:15	8
3:16	8
3:17	8
3:18	8
3:19	8
3:20	9
3:21	9
3:22	9
3:23	9
3:24	9
3:25	9
3:26	9
3:27	9
3:28	9
3:29	9
3:30	10
3:31	10
3:32	10
3:33	10
3:34	10
3:35	10
3:36	10
3:37	10
3:38	10
3:39	10
3:40	11
3:41	11
3:42	11
3:43	11
3:44	11
3:45	11
3:46	11
3:47	11
3:48	11
3:49	11
3:50	12
3:51	12
3:52	12
3:53	12
3:54	12
3:55	12
3:56	12
3:57	12
3:58	12
3:59	12
4:00	13
4:01	13
4:02	13
4:03	13
4:04	13
4:05	13
4:06	13
4:07	13
4:08	13
4:09	13
4:10	14
4:11	14
4:12	14
4:13	14
4:14	14
4:15	14
4:16	14
4:17	14
4:18	14
4:19	14
4:20	15
4:21	15
4:22	15
4:23	15
4:24	15
4:25	15
4:26	15
4:27	15
4:28	15
4:29	15
4:30	-1
4:31	-1
4:32	-1
4:33	-1
4:34	-1
4:35	-1
4:36	-1
4:37	-1
4:38	-1
4:39	-1
